0.6999999881,0.6999999881,0.3000000119,-0.1000000015,0.2000000030,1.1000000238,2.1000001431,2.7999999523,2.6000001431,2.4000000954,3.0000000000,2.5000000000,1.6000000238,2.4000000954,3.5000000000,4.3000001907,5.2000002861,5.8000001907,5.4000000954,5.2000002861,5.7000002861,4.5000000000,2.5000000000,2.4000000954,3.0000000000,2.2000000477,1.5000000000,1.8999999762,1.5000000000,1.1000000238
0.3000000119,1.1000000238,1.2000000477,1.1000000238,1.7000000477,2.0000000000,3.2000000477,3.7000000477,4.0000000000,4.2000002861,6.7000002861,5.5000000000,6.8000001907,6.2000002861,4.3000001907,4.0999999046,4.2000002861,5.3000001907,5.2000002861,4.3000001907,3.7000000477,2.2000000477,1.8999999762,2.6000001431,2.6000001431,1.5000000000,1.3999999762,2.7000000477,2.7999999523,1.7000000477
1.3999999762,2.0000000000,2.4000000954,3.1000001431,3.2000000477,3.5000000000,3.7000000477,3.9000000954,4.4000000954,4.2000002861,4.2000002861,3.7999999523,5.0999999046,6.5999999046,5.5000000000,4.4000000954,4.5999999046,4.0000000000,3.5000000000,3.7999999523,4.5999999046,2.1000001431,0.8000000119,2.1000001431,2.1000001431,1.1000000238,1.6000000238,3.2000000477,3.1000001431,2.7999999523
1.8999999762,2.1000001431,2.0000000000,2.1000001431,2.7000000477,3.2999999523,3.4000000954,2.2999999523,2.0000000000,-0.3000000119,-1.8000000715,-1.2000000477,0.6999999881,1.8000000715,2.6000001431,4.8000001907,5.5999999046,4.3000001907,1.6000000238,1.5000000000,4.3000001907,4.0000000000,1.3999999762,1.0000000000,1.2000000477,1.0000000000,2.7000000477,4.2000002861,3.5000000000,3.1000001431
2.0000000000,3.2999999523,3.5000000000,2.0000000000,1.8000000715,1.8000000715,1.5000000000,1.5000000000,2.9000000954,2.2000000477,-0.5000000000,-2.1000001431,-0.5000000000,0.0000000000,-1.0000000000,-0.4000000060,2.7999999523,4.0999999046,2.2000000477,-0.6999999881,0.9000000358,2.7999999523,2.4000000954,0.2000000030,-0.4000000060,1.3999999762,4.5999999046,5.9000000954,3.9000000954,2.7999999523
3.7999999523,4.9000000954,4.4000000954,3.6000001431,4.5000000000,4.0000000000,2.7000000477,1.6000000238,2.7000000477,4.5999999046,3.7000000477,1.0000000000,0.6999999881,2.6000001431,2.2999999523,2.4000000954,2.9000000954,4.2000002861,2.5000000000,0.6000000238,0.6000000238,1.1000000238,2.5000000000,1.7000000477,0.3000000119,1.8000000715,4.5999999046,4.3000001907,2.0000000000,2.2000000477
4.5999999046,2.6000001431,2.7000000477,2.6000001431,3.5000000000,3.7999999523,3.4000000954,3.0000000000,2.4000000954,1.8000000715,1.8000000715,2.0000000000,0.8000000119,1.1000000238,4.5000000000,9.6999998093,7.8000001907,7.8000001907,3.4000000954,4.2000002861,8.1000003815,2.9000000954,1.0000000000,3.0000000000,2.2000000477,2.0000000000,2.5000000000,1.1000000238,1.3000000715,2.7000000477
2.9000000954,1.6000000238,0.2000000030,0.2000000030,1.3000000715,1.3000000715,2.2000000477,2.7000000477,1.2000000477,-1.3000000715,-0.3000000119,1.2000000477,-0.1000000015,-1.3000000715,1.0000000000,6.0999999046,6.2000002861,6.9000000954,5.7000002861,6.8000001907,10.4000005722,3.7999999523,1.1000000238,1.3000000715,3.1000001431,3.4000000954,2.1000001431,0.3000000119,1.0000000000,2.6000001431
3.0000000000,2.4000000954,2.0000000000,2.0000000000,2.0000000000,1.8999999762,2.1000001431,2.1000001431,-0.4000000060,-2.7000000477,-1.1000000238,0.4000000060,-0.5000000000,-1.8000000715,-1.6000000238,-0.8000000119,-0.6999999881,-1.0000000000,0.1000000015,2.2000000477,6.4000000954,4.9000000954,2.7000000477,-0.6000000238,1.1000000238,4.4000000954,3.4000000954,2.2999999523,2.6000001431,5.0000000000
4.0999999046,4.3000001907,4.0999999046,2.9000000954,2.2999999523,2.2000000477,2.7000000477,1.6000000238,-1.5000000000,-3.7000000477,-2.0000000000,-0.9000000358,-1.8999999762,-1.7000000477,-2.6000001431,-1.8999999762,-1.8999999762,-2.5000000000,-4.9000000954,-2.1000001431,0.1000000015,0.9000000358,1.7000000477,0.8000000119,1.7000000477,3.0000000000,2.6000001431,3.1000001431,4.3000001907,5.7000002861
1.3999999762,2.7999999523,1.6000000238,-0.6000000238,-1.0000000000,0.0000000000,1.0000000000,0.6000000238,-2.2999999523,-4.3000001907,-3.2000000477,-1.8000000715,-3.2000000477,-1.8000000715,-1.3999999762,-1.3000000715,-2.1000001431,-0.2000000030,1.6000000238,2.1000001431,-0.4000000060,-3.2999999523,-1.1000000238,1.8000000715,3.5000000000,2.7999999523,1.8000000715,2.4000000954,2.2999999523,3.4000000954
4.5999999046,2.2999999523,0.0000000000,-2.1000001431,-2.9000000954,-2.1000001431,0.0000000000,0.4000000060,-1.8000000715,-3.2000000477,-2.7999999523,-3.6000001431,-4.2000002861,-3.4000000954,-2.4000000954,-3.2999999523,-2.4000000954,-0.5000000000,3.2000000477,4.9000000954,-0.6999999881,-3.7999999523,-2.2000000477,0.3000000119,1.1000000238,0.9000000358,0.8000000119,1.5000000000,1.6000000238,1.7000000477
3.7000000477,-0.1000000015,-1.1000000238,-1.2000000477,-2.2999999523,-2.1000001431,-0.2000000030,-0.5000000000,-2.1000001431,-2.5000000000,-2.2000000477,-2.1000001431,-3.0000000000,-3.2999999523,-3.4000000954,-2.7999999523,-1.1000000238,-0.2000000030,-2.0000000000,-1.8000000715,-1.6000000238,-3.2000000477,-4.8000001907,-2.7999999523,-0.3000000119,-0.6000000238,-1.0000000000,0.9000000358,2.6000001431,1.3999999762
-2.7000000477,-1.7000000477,-1.5000000000,1.2000000477,0.6999999881,-0.5000000000,-0.5000000000,-1.3000000715,-2.2000000477,-2.1000001431,-2.2000000477,-1.3000000715,-1.3000000715,-0.2000000030,-0.4000000060,-0.6000000238,0.0000000000,-0.1000000015,-2.2999999523,-3.9000000954,-3.7999999523,-4.0000000000,-3.6000001431,-3.2999999523,-1.0000000000,-0.5000000000,-0.8000000119,0.2000000030,1.5000000000,1.8999999762
-2.4000000954,-2.1000001431,-2.2000000477,-0.6999999881,-0.5000000000,-1.3999999762,-1.5000000000,-1.8000000715,-2.2999999523,-2.2999999523,-0.6999999881,-0.1000000015,0.4000000060,1.8000000715,2.1000001431,0.9000000358,-1.0000000000,-1.8000000715,-1.3999999762,-2.0000000000,-4.2000002861,-2.5000000000,-1.2000000477,-1.5000000000,-1.2000000477,-0.2000000030,-0.4000000060,-0.2000000030,0.9000000358,0.5000000000
-1.3999999762,-2.0000000000,-3.6000001431,-3.2999999523,-2.0000000000,-1.8000000715,-3.6000001431,-3.7000000477,-2.2999999523,-0.5000000000,0.6000000238,2.0000000000,1.7000000477,1.8999999762,2.1000001431,1.3999999762,-0.2000000030,-1.6000000238,-0.6000000238,1.0000000000,-1.7000000477,-1.2000000477,1.0000000000,0.8000000119,0.0000000000,0.6000000238,0.4000000060,0.3000000119,0.6999999881,-1.0000000000
-3.2000000477,-3.6000001431,-3.6000001431,-2.2999999523,-2.2999999523,-2.2999999523,-2.7000000477,-2.4000000954,-1.8000000715,0.2000000030,2.1000001431,1.7000000477,1.7000000477,2.2000000477,2.1000001431,0.0000000000,-1.3000000715,-1.6000000238,-1.6000000238,0.1000000015,-1.0000000000,-1.3000000715,0.6000000238,1.3999999762,2.0000000000,0.5000000000,0.2000000030,0.8000000119,1.0000000000,0.2000000030
